Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Plastique de tri sélectif à l'Usine A. Masse 38.6 kg. Matériau rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",plastique tri sélectif masse 38 6kg rigide faible conductivité poids anormalement élevé cette catégorie,0,Inconnu
"Déchet plastique collecté depuis le Centre de Tri. Poids 28.7 kg, volume 37.9 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique depuis centre tri poids 28 7kg volume 37 rigidité semi rigide non conducteur surface légèrement translucide,0,Moyen
"Déchets plastiques divers via la collecte citoyenne. Poids estimé 8.3 kg. Opacité semi-opaque, souplesse variable. Légère contamination observée.",déchets plastique diver via citoyenne poids 8 3kg opacité semi opaque souplesse variable légère contamination observée,1,Inconnu
"Déchet plastique collecté au centre de tri municipal. Poids 26.2 kg, volume 52.1 L. Rigidité de rigidité non mesurée, non conducteur. Surface légèrement translucide.",plastique centre tri municipal poids 26 2kg volume 52 rigidité rigidité non mesurée non conducteur surface légèrement translucide,0,Moyen
"Papier usagé depuis le Centre de Tri. Poids relevé : 13.9 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé depuis centre tri poids relevé 13 9kg faible rigidité non conducteur conditionnement non conforme protocole,0,Inconnu
"Lot de papier récupéré en provenance de l'Usine B. Poids léger de 17.6 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré poids léger 17 6kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Bris de verre ou contenants en provenance de l'Usine B. Masse 205.3 kg. Matériau dense, rigidité élevée, transparence partielle. Étiquetage absent sur le conteneur.",bris verre contenants masse 205 3kg dense rigidité élevée transparence partielle étiquetage absent conteneur,0,Moyen
"Emballages plastiques récupérés au Centre de Tri. Masse 20.6 kg, volume 63.0 L. rigide, non conducteur.",emballages plastique récupérés centre tri masse 20 6kg volume 63 rigide non conducteur,0,Inconnu
Lot de verre trié depuis l'Usine B. Masse 191.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Conditionnement non conforme au protocole.,verre trié depuis masse 191 0kg lourd extrêmement rigide aspect légèrement translucide conditionnement non conforme protocole,0,Moyen
"Emballages plastiques récupérés en provenance de l'Usine A. Masse 30.9 kg, volume 50.1 L. semi-rigide, non conducteur.",emballages plastique récupérés masse 30 9kg volume 50 semi rigide non conducteur,0,Inconnu
"Lot plastique au centre de tri municipal. Volume 43.5 L, poids 13.9 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique centre tri municipal volume 43 poids 13 9kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Lot de papier récupéré issu de la collecte citoyenne. Poids léger de 11.7 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré citoyenne poids léger 11 7kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Papier usagé lors d'une collecte citoyenne. Poids relevé : non mesuré kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets.",papier usagé lors citoyenne poids relevé non mesuré faible rigidité non conducteur mélangé autres déchets,0,Inconnu
"Déchet métallique détecté à l'Usine A. Poids 78.6 kg, volume 159.5 L. Conductivité élevée (0.857), rigidité importante. Aucune anomalie signalée.",métallique détecté poids 78 6kg volume 159 conductivité élevée 0 857 rigidité importante aucune anomalie signalée,0,Inconnu
"Feuilles et cartons collectés lors d'une collecte citoyenne. Masse totale 15.4 kg. Matériau léger, souple et opaque. Légère contamination observée.",feuilles carton lors citoyenne masse totale 15 4kg léger souple opaque légère contamination observée,1,Inconnu
Déchets métalliques triés via la collecte citoyenne. Poids 47.9 kg. Conductivité mesurée : 0.898. Matériau dense et résistant. Lot conforme aux standards de tri.,déchets métalliques triés via citoyenne poids 47 9kg conductivité mesurée 0 898 dense résistant conforme standard tri,0,Inconnu
"Ferraille ou métal collecté au centre de tri municipal. Masse 74.6 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraille métal centre tri municipal masse 74 6kg haute conductivité électrique rigide prix revente,0,Inconnu
"Lot métallique provenant de l'Usine A. Poids 43.2 kg, volume 84.2 L. Conducteur, très rigide. Aspect très opaque. Conditionnement non conforme au protocole.",métallique provenant poids 43 2kg volume 84 conducteur très rigide aspect très opaque conditionnement non conforme protocole,0,Inconnu
"Métal de récupération au centre de tri municipal. Masse 91.6 kg. Forte conductivité (0.926), rigidité élevée. Bonne valeur marchande.",métal récupération centre tri municipal masse 91 6kg forte conductivité 0 926 rigidité élevée bonne valeur marchande,0,Inconnu
"Métal de récupération à l'Usine A. Masse 68.7 kg. Forte conductivité (0.935), rigidité élevée. Bonne valeur marchande.",métal récupération masse 68 7kg forte conductivité 0 935 rigidité élevée bonne valeur marchande,0,Inconnu
"Bris de verre ou contenants au Centre de Tri. Masse 172.6 kg. Matériau dense, rigidité élevée, transparence partielle. Aucune anomalie signalée.",bris verre contenants centre tri masse 172 6kg dense rigidité élevée transparence partielle aucune anomalie signalée,0,Moyen
"Collecte de déchets papier depuis le Centre de Tri. Masse 10.5 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier depuis centre tri masse 10 5kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Métal de récupération en provenance de l'Usine B. Masse 60.7 kg. Forte conductivité (0.927), rigidité élevée. Bonne valeur marchande.",métal récupération masse 60 7kg forte conductivité 0 927 rigidité élevée bonne valeur marchande,0,Inconnu
"Matériau inconnu issu de la collecte citoyenne. Poids 31.1 kg, volume 52.7 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu citoyenne poids 31 1kg volume 52 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Feuilles et cartons collectés à l'Usine A. Masse totale non mesuré kg. Matériau léger, souple et opaque. Traces d'humidité détectées.",feuilles carton masse totale non mesuré léger souple opaque trace humidité détectées,1,Inconnu
"Déchet de type papier identifié issu de la collecte citoyenne. Volume estimé 30.2 L, poids 7.5 kg. Texture souple, très opaque.",papier identifié citoyenne volume 30 poids 7 5kg texture souple très opaque,0,Inconnu
"Lot métallique depuis l'Usine B. Poids 56.9 kg, volume 114.0 L. Conducteur, très rigide. Aspect très opaque. Odeur inhabituelle signalée par l'agent.",métallique depuis poids 56 9kg volume 114 conducteur très rigide aspect très opaque odeur inhabituelle signalée agent,0,Inconnu
"Déchet en verre collecté en provenance de l'Usine A. Poids lourd : 188.9 kg, volume 383.6 L. Très rigide, non conducteur, aspect légèrement translucide.",verre poids lourd 188 9kg volume 383 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Ferraille ou métal collecté à l'Usine B. Masse 64.8 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal masse 64 8kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 162.6 kg, volume 342.2 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés lors citoyenne poids 162 6kg volume 342 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchets plastiques divers depuis le Centre de Tri. Poids estimé non mesuré kg. Opacité semi-opaque, souplesse variable. Matériau mélangé à d'autres déchets.",déchets plastique diver depuis centre tri poids non mesuré opacité semi opaque souplesse variable mélangé autres déchets,0,Inconnu
"Collecte de déchets papier en provenance de l'Usine B. Masse 13.5 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier masse 13 5kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Déchet plastique collecté depuis l'Usine B. Poids 26.0 kg, volume 39.0 L. Rigidité rigide, non conducteur. Surface légèrement translucide.",plastique depuis poids 26 0kg volume 39 rigidité rigide non conducteur surface légèrement translucide,0,Moyen
Lot de verre trié au centre de tri municipal. Masse 204.9 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.,verre trié centre tri municipal masse 204 9kg lourd extrêmement rigide aspect légèrement translucide acheminement prioritaire demandé,0,Moyen
Lot de verre trié lors d'une collecte citoyenne. Masse 207.6 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. Acheminement prioritaire demandé.,verre trié lors citoyenne masse 207 6kg lourd rigidité non mesurée aspect légèrement translucide acheminement prioritaire demandé,0,Moyen
"Lot plastique en provenance de l'Usine B. Volume 82.2 L, poids 36.9 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique volume 82 poids 36 9kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Verre recyclable lors d'une collecte citoyenne. Poids 228.4 kg, volume 474.7 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable lors citoyenne poids 228 4kg volume 474 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchets plastiques divers à l'emplacement non spécifié. Poids estimé 35.9 kg. Opacité légèrement translucide, souplesse variable. Traces d'humidité détectées.",déchets plastique diver emplacement non spécifié poids 35 9kg opacité légèrement translucide souplesse variable trace humidité détectées,1,Moyen
"Lot de papier récupéré provenant de l'Usine A. Poids léger de 22.6 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré provenant poids léger 22 6kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Déchets plastiques divers à l'Usine B. Poids estimé 13.3 kg. Opacité semi-opaque, souplesse variable. Aucune anomalie signalée.",déchets plastique diver poids 13 3kg opacité semi opaque souplesse variable aucune anomalie signalée,0,Inconnu
"Collecte de déchets papier lors d'une collecte citoyenne. Masse 21.1 kg. Matériau souple, sans conductivité électrique. Surface indéterminée.",déchets papier lors citoyenne masse 21 1kg souple sans conductivité électrique surface indéterminée,0,Inconnu
"Déchets plastiques divers au centre de tri municipal. Poids estimé 32.3 kg. Opacité indéterminée, souplesse variable. Matériau mélangé à d'autres déchets.",déchets plastique diver centre tri municipal poids 32 3kg opacité indéterminée souplesse variable mélangé autres déchets,0,Inconnu
"Bris de verre ou contenants depuis le Centre de Tri. Masse 186.2 kg. Matériau dense, rigidité élevée, transparence partielle. Acheminement prioritaire demandé.",bris verre contenants depuis centre tri masse 186 2kg dense rigidité élevée transparence partielle acheminement prioritaire demandé,0,Moyen
"Lot plastique en provenance de l'Usine B. Volume 46.3 L, poids 30.6 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique volume 46 poids 30 6kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Bris de verre ou contenants provenant de l'Usine A. Masse 189.5 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris verre contenants provenant masse 189 5kg dense rigidité élevée transparence partielle trace humidité détectées,1,Moyen
